seed,train_author,epochs_completed,loss_dataset,loss_value
3,twain,0,baum,10.837213277816772
3,twain,0,thompson,10.834192037582396
3,twain,0,dickens,10.83677171777796
3,twain,0,melville,10.837868213653564
3,twain,0,wells,10.828664302825928
3,twain,0,austen,10.837719440460203
3,twain,0,fitzgerald,10.832761287689207
3,twain,0,twain,10.830481171607971
3,twain,1,train,10.829185485839844
3,twain,1,baum,10.798112154006958
3,twain,1,thompson,10.799522876739502
3,twain,1,dickens,10.798439626340512
3,twain,1,melville,10.80198268890381
3,twain,1,wells,10.785498142242432
3,twain,1,austen,10.799913088480633
3,twain,1,fitzgerald,10.799611727396648
3,twain,1,twain,10.795339465141296
3,twain,2,train,10.791533470153809
3,twain,2,baum,10.762856483459473
3,twain,2,thompson,10.768603801727297
3,twain,2,dickens,10.76378454985442
3,twain,2,melville,10.76823844909668
3,twain,2,wells,10.748537540435793
3,twain,2,austen,10.766268571217855
3,twain,2,fitzgerald,10.769381999969482
3,twain,2,twain,10.764245092868803
3,twain,3,train,10.743119239807127
3,twain,3,baum,10.734412908554075
3,twain,3,thompson,10.743211030960085
3,twain,3,dickens,10.736101609689218
3,twain,3,melville,10.740546035766602
3,twain,3,wells,10.719218492507936
3,twain,3,austen,10.739225228627523
3,twain,3,fitzgerald,10.745401541392008
3,twain,3,twain,10.738828718662262
3,twain,4,train,10.700181007385254
3,twain,4,baum,10.711134910583496
3,twain,4,thompson,10.721962213516235
3,twain,4,dickens,10.713195200319644
3,twain,4,melville,10.717310619354247
3,twain,4,wells,10.695281982421877
3,twain,4,austen,10.717103004455566
3,twain,4,fitzgerald,10.725985368092855
3,twain,4,twain,10.717354834079742
3,twain,5,train,10.671060562133787
3,twain,5,baum,10.690826654434204
3,twain,5,thompson,10.70373511314392
3,twain,5,dickens,10.693196720547146
3,twain,5,melville,10.69684600830078
3,twain,5,wells,10.674607515335085
3,twain,5,austen,10.6977752049764
3,twain,5,fitzgerald,10.709349950154625
3,twain,5,twain,10.698287963867188
3,twain,6,train,10.658875465393066
3,twain,6,baum,10.672250747680664
3,twain,6,thompson,10.687159061431885
3,twain,6,dickens,10.675326453314888
3,twain,6,melville,10.678678226470948
3,twain,6,wells,10.65611457824707
3,twain,6,austen,10.68047777811686
3,twain,6,fitzgerald,10.693401336669922
3,twain,6,twain,10.680922627449036
3,twain,7,train,10.627628326416016
3,twain,7,baum,10.655834197998049
3,twain,7,thompson,10.672371625900269
3,twain,7,dickens,10.659451908535427
3,twain,7,melville,10.662669467926026
3,twain,7,wells,10.639661312103271
