seed,train_author,epochs_completed,loss_dataset,loss_value
4,wells,0,baum,10.842944860458374
4,wells,0,thompson,10.84738826751709
4,wells,0,dickens,10.85984272427029
4,wells,0,melville,10.852771377563476
4,wells,0,wells,10.84219455718994
4,wells,0,austen,10.841504096984863
4,wells,0,fitzgerald,10.844188849131266
4,wells,0,twain,10.827001452445984
4,wells,1,train,10.652807176113129
4,wells,1,baum,10.525024890899658
4,wells,1,thompson,10.546335935592651
4,wells,1,dickens,10.534579700893826
4,wells,1,melville,10.553984928131104
4,wells,1,wells,10.501692533493042
4,wells,1,austen,10.543131987253824
4,wells,1,fitzgerald,10.542544523874918
4,wells,1,twain,10.521765112876892
4,wells,2,train,10.449399828910828
4,wells,2,baum,10.387216091156006
4,wells,2,thompson,10.414973497390749
4,wells,2,dickens,10.394804495352286
4,wells,2,melville,10.423325538635254
4,wells,2,wells,10.351885557174684
4,wells,2,austen,10.39778757095337
4,wells,2,fitzgerald,10.402408917744957
4,wells,2,twain,10.388451337814333
4,wells,3,train,10.301805853843687
4,wells,3,baum,10.243932247161863
4,wells,3,thompson,10.277350187301636
4,wells,3,dickens,10.248796498333968
4,wells,3,melville,10.284448432922364
4,wells,3,wells,10.19782304763794
4,wells,3,austen,10.24501689275106
4,wells,3,fitzgerald,10.257299423217772
4,wells,3,twain,10.25083428621292
4,wells,4,train,10.141136825084686
4,wells,4,baum,10.095359802246094
4,wells,4,thompson,10.137078523635864
4,wells,4,dickens,10.100079006618923
4,wells,4,melville,10.143036937713624
4,wells,4,wells,10.038943529129028
4,wells,4,austen,10.089351336161297
4,wells,4,fitzgerald,10.105228106180826
4,wells,4,twain,10.110142052173616
4,wells,5,train,9.98676472902298
4,wells,5,baum,9.946179628372192
4,wells,5,thompson,9.996591567993164
4,wells,5,dickens,9.952739856861257
4,wells,5,melville,10.003519630432129
4,wells,5,wells,9.881239414215088
4,wells,5,austen,9.934722900390623
4,wells,5,fitzgerald,9.953896522521973
4,wells,5,twain,9.968591094017029
4,wells,6,train,9.82838934659958
4,wells,6,baum,9.800795555114746
4,wells,6,thompson,9.858851671218872
4,wells,6,dickens,9.806405632584184
4,wells,6,melville,9.863527488708495
4,wells,6,wells,9.726757764816284
4,wells,6,austen,9.780831972757976
4,wells,6,fitzgerald,9.806509494781494
4,wells,6,twain,9.830791294574738
4,wells,7,train,9.671736121177672
4,wells,7,baum,9.65729570388794
4,wells,7,thompson,9.724935293197632
4,wells,7,dickens,9.665893519366229
4,wells,7,melville,9.730157375335692
4,wells,7,wells,9.5747389793396
4,wells,7,austen,9.631341457366943
4,wells,7,fitzgerald,9.660423278808594
4,wells,7,twain,9.697275698184969
4,wells,8,train,9.521872341632845
4,wells,8,baum,9.519630908966064
4,wells,8,thompson,9.595001935958862
4,wells,8,dickens,9.529715714631257
4,wells,8,melville,9.598380661010742
4,wells,8,wells,9.429157972335815
4,wells,8,austen,9.48469305038452
4,wells,8,fitzgerald,9.520186265309652
4,wells,8,twain,9.567991733551024
4,wells,9,train,9.373213469982147
4,wells,9,baum,9.384358406066896
4,wells,9,thompson,9.46894669532776
4,wells,9,dickens,9.399080488416883
4,wells,9,melville,9.472339153289797
4,wells,9,wells,9.28709363937378
4,wells,9,austen,9.343585014343262
4,wells,9,fitzgerald,9.38285525639852
4,wells,9,twain,9.443422973155975
4,wells,10,train,9.237059593200684
4,wells,10,baum,9.257400512695312
4,wells,10,thompson,9.349250555038452
4,wells,10,dickens,9.2726310800623
4,wells,10,melville,9.351789665222167
4,wells,10,wells,9.1516010761261
4,wells,10,austen,9.208341916402182
4,wells,10,fitzgerald,9.25340716044108
4,wells,10,twain,9.322926938533785
4,wells,11,train,9.101348042488098
4,wells,11,baum,9.134073734283447
4,wells,11,thompson,9.234324932098389
4,wells,11,dickens,9.150222778320312
4,wells,11,melville,9.236313343048096
4,wells,11,wells,9.019718408584597
4,wells,11,austen,9.077518304189049
4,wells,11,fitzgerald,9.127991517384848
4,wells,11,twain,9.20648717880249
4,wells,12,train,8.968237400054932
4,wells,12,baum,9.01571798324585
4,wells,12,thompson,9.12348198890686
4,wells,12,dickens,9.031719949510364
4,wells,12,melville,9.12411708831787
4,wells,12,wells,8.89222526550293
4,wells,12,austen,8.951549212137857
4,wells,12,fitzgerald,9.006828308105469
4,wells,12,twain,9.094357967376707
4,wells,13,train,8.845320224761963
4,wells,13,baum,8.900049209594727
4,wells,13,thompson,9.016406297683716
4,wells,13,dickens,8.917420634516963
4,wells,13,melville,9.0162446975708
4,wells,13,wells,8.768205881118774
4,wells,13,austen,8.829219818115234
4,wells,13,fitzgerald,8.889204502105713
4,wells,13,twain,8.986963152885437
4,wells,14,train,8.724143385887146
4,wells,14,baum,8.789919376373291
4,wells,14,thompson,8.91422152519226
4,wells,14,dickens,8.806555889270923
4,wells,14,melville,8.913313388824463
4,wells,14,wells,8.649914264678955
4,wells,14,austen,8.711061795552572
4,wells,14,fitzgerald,8.776776949564615
4,wells,14,twain,8.882641613483429
4,wells,15,train,8.608643412590027
4,wells,15,baum,8.685523509979248
4,wells,15,thompson,8.817933082580566
4,wells,15,dickens,8.699225708290383
4,wells,15,melville,8.813968944549561
4,wells,15,wells,8.537017345428467
4,wells,15,austen,8.597176392873129
4,wells,15,fitzgerald,8.67013692855835
4,wells,15,twain,8.782254576683044
4,wells,16,train,8.493136823177338
4,wells,16,baum,8.583239555358887
4,wells,16,thompson,8.724679946899414
4,wells,16,dickens,8.597833386173955
4,wells,16,melville,8.720247077941895
4,wells,16,wells,8.427567481994629
4,wells,16,austen,8.488983154296875
4,wells,16,fitzgerald,8.566875775655111
4,wells,16,twain,8.686870634555817
4,wells,17,train,8.375261843204498
4,wells,17,baum,8.48481297492981
4,wells,17,thompson,8.633486270904541
4,wells,17,dickens,8.501733567979601
4,wells,17,melville,8.628874111175538
4,wells,17,wells,8.322228193283081
