seed,train_author,epochs_completed,loss_dataset,loss_value
1,thompson,0,baum,10.83265781402588
1,thompson,0,thompson,10.82594084739685
1,thompson,0,dickens,10.82788054148356
1,thompson,0,melville,10.814987818400065
1,thompson,0,wells,10.831130663553871
1,thompson,0,austen,10.836973031361898
1,thompson,0,fitzgerald,10.82848412649972
1,thompson,0,twain,10.819803357124329
1,thompson,0,non_oz_baum,10.830143451690674
1,thompson,0,non_oz_thompson,10.827447414398192
1,thompson,0,contested,10.8323233127594
1,thompson,1,train,10.778177976608276
1,thompson,1,baum,10.67908811569214
1,thompson,1,thompson,10.68314003944397
1,thompson,1,dickens,10.67475446065267
1,thompson,1,melville,10.677429623074
1,thompson,1,wells,10.675543785095217
1,thompson,1,austen,10.694526195526125
1,thompson,1,fitzgerald,10.681118420192174
1,thompson,1,twain,10.67939180135727
1,thompson,1,non_oz_baum,10.678080081939695
1,thompson,1,non_oz_thompson,10.679424285888672
1,thompson,1,contested,10.676612377166748
1,thompson,2,train,10.660436391830444
1,thompson,2,baum,10.604808568954468
1,thompson,2,thompson,10.614615201950071
1,thompson,2,dickens,10.600297609965006
1,thompson,2,melville,10.617731836107042
1,thompson,2,wells,10.601375897725424
1,thompson,2,austen,10.623024622599283
1,thompson,2,fitzgerald,10.61399895804269
1,thompson,2,twain,10.61485993862152
1,thompson,2,non_oz_baum,10.607035636901855
1,thompson,2,non_oz_thompson,10.607284545898438
1,thompson,2,contested,10.600551128387451
1,thompson,3,train,10.58885097503662
1,thompson,3,baum,10.55484175682068
1,thompson,3,thompson,10.56797456741333
1,thompson,3,dickens,10.551734606424969
1,thompson,3,melville,10.578188790215384
1,thompson,3,wells,10.55205535888672
1,thompson,3,austen,10.575924237569174
1,thompson,3,fitzgerald,10.569107191903251
1,thompson,3,twain,10.572790205478668
1,thompson,3,non_oz_baum,10.559327840805054
1,thompson,3,non_oz_thompson,10.560181617736816
1,thompson,3,contested,10.548502445220947
1,thompson,4,train,10.544308185577393
1,thompson,4,baum,10.512774467468262
1,thompson,4,thompson,10.528937101364136
1,thompson,4,dickens,10.512808799743652
1,thompson,4,melville,10.545940611097548
1,thompson,4,wells,10.512082894643148
1,thompson,4,austen,10.537414709726969
1,thompson,4,fitzgerald,10.530968393598284
1,thompson,4,twain,10.53797608613968
1,thompson,4,non_oz_baum,10.518723726272585
1,thompson,4,non_oz_thompson,10.521533489227297
1,thompson,4,contested,10.505543947219849
1,thompson,5,train,10.499912977218628
1,thompson,5,baum,10.47353720664978
1,thompson,5,thompson,10.491817474365234
1,thompson,5,dickens,10.477218310038248
1,thompson,5,melville,10.514932844373917
1,thompson,5,wells,10.475439230600992
1,thompson,5,austen,10.50112517674764
1,thompson,5,fitzgerald,10.494967188153948
1,thompson,5,twain,10.504551231861116
1,thompson,5,non_oz_baum,10.480527877807615
1,thompson,5,non_oz_thompson,10.484632968902588
1,thompson,5,contested,10.46585774421692
1,thompson,6,train,10.45805287361145
1,thompson,6,baum,10.434619426727297
1,thompson,6,thompson,10.454453945159912
1,thompson,6,dickens,10.441452662150065
1,thompson,6,melville,10.483343336317274
1,thompson,6,wells,10.440245310465494
1,thompson,6,austen,10.464566071828209
1,thompson,6,fitzgerald,10.459283011300224
1,thompson,6,twain,10.472069203853607
1,thompson,6,non_oz_baum,10.44223690032959
1,thompson,6,non_oz_thompson,10.44850778579712
1,thompson,6,contested,10.42656660079956
1,thompson,7,train,10.41515326499939
1,thompson,7,baum,10.394427299499512
1,thompson,7,thompson,10.415820121765137
1,thompson,7,dickens,10.404097239176432
1,thompson,7,melville,10.45044125450982
1,thompson,7,wells,10.404687563578287
1,thompson,7,austen,10.4266308148702
1,thompson,7,fitzgerald,10.422669683183942
1,thompson,7,twain,10.43912959098816
1,thompson,7,non_oz_baum,10.40245771408081
1,thompson,7,non_oz_thompson,10.411726474761965
1,thompson,7,contested,10.38621187210083
1,thompson,8,train,10.37164044380188
1,thompson,8,baum,10.353050708770752
1,thompson,8,thompson,10.376309156417848
1,thompson,8,dickens,10.365943590799969
1,thompson,8,melville,10.417007870144314
1,thompson,8,wells,10.368480682373049
1,thompson,8,austen,10.38816738128662
1,thompson,8,fitzgerald,10.385087830679756
1,thompson,8,twain,10.406118273735046
1,thompson,8,non_oz_baum,10.361361980438232
1,thompson,8,non_oz_thompson,10.37441635131836
1,thompson,8,contested,10.344776153564451
1,thompson,9,train,10.329853773117064
1,thompson,9,baum,10.310372829437256
1,thompson,9,thompson,10.335935831069946
1,thompson,9,dickens,10.327554066975912
1,thompson,9,melville,10.383335537380642
1,thompson,9,wells,10.33109203974406
1,thompson,9,austen,10.34935967127482
1,thompson,9,fitzgerald,10.346192223685128
1,thompson,9,twain,10.372821748256683
1,thompson,9,non_oz_baum,10.318774461746216
1,thompson,9,non_oz_thompson,10.33658504486084
1,thompson,9,contested,10.301611423492432
1,thompson,10,train,10.283786535263062
1,thompson,10,baum,10.266244649887083
1,thompson,10,thompson,10.2942636013031
1,thompson,10,dickens,10.289090156555176
1,thompson,10,melville,10.349350717332628
1,thompson,10,wells,10.292800744374594
1,thompson,10,austen,10.309911727905272
1,thompson,10,fitzgerald,10.306184496198382
1,thompson,10,twain,10.33927321434021
1,thompson,10,non_oz_baum,10.274722337722778
1,thompson,10,non_oz_thompson,10.298462867736816
1,thompson,10,contested,10.25666093826294
1,thompson,11,train,10.236457824707031
1,thompson,11,baum,10.221394538879396
1,thompson,11,thompson,10.251776218414308
1,thompson,11,dickens,10.250747362772625
1,thompson,11,melville,10.314702457851832
1,thompson,11,wells,10.25367005666097
1,thompson,11,austen,10.270220279693604
1,thompson,11,fitzgerald,10.26590074811663
1,thompson,11,twain,10.30473804473877
1,thompson,11,non_oz_baum,10.230528593063354
1,thompson,11,non_oz_thompson,10.258945941925049
1,thompson,11,contested,10.210611581802368
1,thompson,12,train,10.195232152938845
1,thompson,12,baum,10.176410913467407
1,thompson,12,thompson,10.209293842315674
1,thompson,12,dickens,10.21363925933838
1,thompson,12,melville,10.280966970655651
1,thompson,12,wells,10.214735984802246
1,thompson,12,austen,10.230979283650717
1,thompson,12,fitzgerald,10.225534166608538
1,thompson,12,twain,10.270931243896484
1,thompson,12,non_oz_baum,10.185825109481812
1,thompson,12,non_oz_thompson,10.219712257385254
1,thompson,12,contested,10.164191722869871
1,thompson,13,train,10.147022008895874
1,thompson,13,baum,10.13185453414917
1,thompson,13,thompson,10.166678428649902
1,thompson,13,dickens,10.177238464355469
1,thompson,13,melville,10.246606826782228
1,thompson,13,wells,10.176612536112469
1,thompson,13,austen,10.19146728515625
1,thompson,13,fitzgerald,10.18552643912179
1,thompson,13,twain,10.23688793182373
1,thompson,13,non_oz_baum,10.141528367996216
1,thompson,13,non_oz_thompson,10.180859565734863
1,thompson,13,contested,10.118640422821043
1,thompson,14,train,10.101500034332275
1,thompson,14,baum,10.087960958480837
1,thompson,14,thompson,10.124595165252686
1,thompson,14,dickens,10.13944657643636
1,thompson,14,melville,10.21268622080485
1,thompson,14,wells,10.138679186503092
1,thompson,14,austen,10.151782353719076
1,thompson,14,fitzgerald,10.146084649222235
1,thompson,14,twain,10.202329516410828
1,thompson,14,non_oz_baum,10.098083972930908
1,thompson,14,non_oz_thompson,10.141802310943604
1,thompson,14,contested,10.074704647064207
1,thompson,15,train,10.058715343475342
1,thompson,15,baum,10.04395580291748
1,thompson,15,thompson,10.082278728485107
1,thompson,15,dickens,10.100282033284506
1,thompson,15,melville,10.177765316433376
1,thompson,15,wells,10.09988498687744
1,thompson,15,austen,10.11123545964559
1,thompson,15,fitzgerald,10.106620107378278
1,thompson,15,twain,10.16650402545929
1,thompson,15,non_oz_baum,10.0544593334198
1,thompson,15,non_oz_thompson,10.102155208587646
1,thompson,15,contested,10.03112268447876
1,thompson,16,train,10.006978273391724
1,thompson,16,baum,10.000477075576782
1,thompson,16,thompson,10.040650606155396
1,thompson,16,dickens,10.061195691426596
1,thompson,16,melville,10.142248895433214
1,thompson,16,wells,10.060860633850098
1,thompson,16,austen,10.070727189381918
1,thompson,16,fitzgerald,10.067295346941266
1,thompson,16,twain,10.13014417886734
1,thompson,16,non_oz_baum,10.011739492416382
1,thompson,16,non_oz_thompson,10.061657428741457
1,thompson,16,contested,9.987820386886597
1,thompson,17,train,9.96398401260376
1,thompson,17,baum,9.95736598968506
1,thompson,17,thompson,9.99940013885498
1,thompson,17,dickens,10.02285067240397
1,thompson,17,melville,10.106847445170084
1,thompson,17,wells,10.022448221842447
1,thompson,17,austen,10.030418554941813
1,thompson,17,fitzgerald,10.02836867741176
1,thompson,17,twain,10.094144523143768
